Participant,Question,Response,Needs Reverse Coding?,Temp Coded Value,Temp Reversed Coded Value,Recoded Value
50,F4.2,Somewhat Agree,No,4,2,4
51,F4.2,Somewhat Agree,No,4,2,4
52,F4.2,Somewhat Agree,No,4,2,4
53,F4.2,Somewhat Agree,No,4,2,4
54,F4.2,Somewhat Agree,No,4,2,4
55,F4.2,Somewhat Agree,No,4,2,4
56,F4.2,Somewhat Agree,No,4,2,4
57,F4.2,Strongly Agree,No,5,1,5
58,F4.2,Somewhat Agree,No,4,2,4
59,F4.2,Somewhat Agree,No,4,2,4
60,F4.2,Somewhat Agree,No,4,2,4
61,F4.2,Strongly Agree,No,5,1,5
62,F4.2,Strongly Agree,No,5,1,5
63,F4.2,Somewhat Agree,No,4,2,4
64,F4.2,Somewhat Agree,No,4,2,4
65,F4.2,Strongly Agree,No,5,1,5
66,F4.2,Somewhat Agree,No,4,2,4
67,F4.2,Strongly Agree,No,5,1,5
68,F4.2,Somewhat Agree,No,4,2,4
69,F4.2,Strongly Agree,No,5,1,5
70,F4.2,Strongly Agree,No,5,1,5
71,F4.2,Strongly Agree,No,5,1,5
72,F4.2,Somewhat Agree,No,4,2,4
73,F4.2,Strongly Agree,No,5,1,5
74,F4.2,Somewhat Agree,No,4,2,4
75,F4.2,Strongly Agree,No,5,1,5
76,F4.2,Somewhat Agree,No,4,2,4
77,F4.2,Somewhat Agree,No,4,2,4
78,F4.2,Somewhat Agree,No,4,2,4
79,F4.2,Strongly Agree,No,5,1,5
80,F4.2,Strongly Agree,No,5,1,5
81,F4.2,Somewhat Agree,No,4,2,4
82,F4.2,Strongly Agree,No,5,1,5
83,F4.2,Somewhat Agree,No,4,2,4
84,F4.2,Somewhat Agree,No,4,2,4
85,F4.2,Strongly Agree,No,5,1,5
86,F4.2,Neither Agree nor Disagree,No,3,3,3
87,F4.2,Somewhat Agree,No,4,2,4
88,F4.2,Strongly Agree,No,5,1,5
89,F4.2,Somewhat Agree,No,4,2,4
90,F4.2,Somewhat Agree,No,4,2,4
91,F4.2,Strongly Agree,No,5,1,5
92,F4.2,Neither Agree nor Disagree,No,3,3,3
93,F4.2,Somewhat Agree,No,4,2,4
94,F4.2,Somewhat Agree,No,4,2,4
95,F4.2,Somewhat Agree,No,4,2,4
96,F4.2,Somewhat Agree,No,4,2,4
97,F4.2,Somewhat Agree,No,4,2,4
98,F4.2,Strongly Agree,No,5,1,5
99,F4.2,Neither Agree nor Disagree,No,3,3,3
100,F4.2,Somewhat Agree,No,4,2,4
101,F4.2,Neither Agree nor Disagree,No,3,3,3
102,F4.2,Somewhat Agree,No,4,2,4
103,F4.2,Strongly Agree,No,5,1,5
104,F4.2,Somewhat Agree,No,4,2,4
105,F4.2,Neither Agree nor Disagree,No,3,3,3
106,F4.2,Somewhat Disagree,No,2,4,2
107,F4.2,Strongly Agree,No,5,1,5
108,F4.2,Somewhat Agree,No,4,2,4
109,F4.2,Strongly Agree,No,5,1,5
110,F4.2,Strongly Agree,No,5,1,5
111,F4.2,Somewhat Agree,No,4,2,4
112,F4.2,Somewhat Agree,No,4,2,4
113,F4.2,Strongly Agree,No,5,1,5
114,F4.2,Strongly Agree,No,5,1,5
115,F4.2,Strongly Agree,No,5,1,5
116,F4.2,Neither Agree nor Disagree,No,3,3,3
117,F4.2,Somewhat Agree,No,4,2,4
118,F4.2,Somewhat Agree,No,4,2,4
119,F4.2,Somewhat Agree,No,4,2,4
120,F4.2,Somewhat Agree,No,4,2,4
121,F4.2,Somewhat Agree,No,4,2,4
122,F4.2,Somewhat Agree,No,4,2,4
123,F4.2,Somewhat Agree,No,4,2,4
124,F4.2,Somewhat Agree,No,4,2,4
125,F4.2,Somewhat Agree,No,4,2,4
126,F4.2,Somewhat Agree,No,4,2,4
127,F4.2,Somewhat Agree,No,4,2,4
128,F4.2,Somewhat Agree,No,4,2,4
129,F4.2,Somewhat Agree,No,4,2,4
130,F4.2,Strongly Agree,No,5,1,5
131,F4.2,Somewhat Agree,No,4,2,4
132,F4.2,Somewhat Agree,No,4,2,4
133,F4.2,Somewhat Agree,No,4,2,4
134,F4.2,Neither Agree nor Disagree,No,3,3,3
135,F4.2,Somewhat Agree,No,4,2,4
136,F4.2,Somewhat Agree,No,4,2,4
137,F4.2,Somewhat Disagree,No,2,4,2
138,F4.2,Strongly Agree,No,5,1,5
139,F4.2,Neither Agree nor Disagree,No,3,3,3
140,F4.2,Somewhat Agree,No,4,2,4
141,F4.2,Strongly Agree,No,5,1,5
142,F4.2,Somewhat Agree,No,4,2,4
143,F4.2,Somewhat Disagree,No,2,4,2
144,F4.2,Somewhat Agree,No,4,2,4
145,F4.2,Somewhat Agree,No,4,2,4
146,F4.2,Somewhat Disagree,No,2,4,2
147,F4.2,Somewhat Agree,No,4,2,4
148,F4.2,Somewhat Agree,No,4,2,4
149,F4.2,Strongly Agree,No,5,1,5
150,F4.2,Strongly Agree,No,5,1,5
151,F4.2,Strongly Agree,No,5,1,5
152,F4.2,Neither Agree nor Disagree,No,3,3,3
153,F4.2,Strongly Agree,No,5,1,5
154,F4.2,Strongly Agree,No,5,1,5
155,F4.2,Somewhat Agree,No,4,2,4
156,F4.2,Strongly Agree,No,5,1,5
157,F4.2,Somewhat Agree,No,4,2,4
158,F4.2,Strongly Agree,No,5,1,5
159,F4.2,Somewhat Agree,No,4,2,4
160,F4.2,Somewhat Agree,No,4,2,4
161,F4.2,Somewhat Agree,No,4,2,4
162,F4.2,Neither Agree nor Disagree,No,3,3,3
163,F4.2,Strongly Agree,No,5,1,5
164,F4.2,Somewhat Agree,No,4,2,4
165,F4.2,Somewhat Agree,No,4,2,4
166,F4.2,Somewhat Agree,No,4,2,4
167,F4.2,Somewhat Agree,No,4,2,4
168,F4.2,Somewhat Agree,No,4,2,4
169,F4.2,Strongly Agree,No,5,1,5
170,F4.2,Strongly Agree,No,5,1,5
171,F4.2,Somewhat Agree,No,4,2,4
172,F4.2,Strongly Agree,No,5,1,5
173,F4.2,Somewhat Agree,No,4,2,4
174,F4.2,Somewhat Agree,No,4,2,4
175,F4.2,Somewhat Agree,No,4,2,4
176,F4.2,Somewhat Agree,No,4,2,4
177,F4.2,Strongly Agree,No,5,1,5
178,F4.2,Somewhat Agree,No,4,2,4
179,F4.2,Somewhat Agree,No,4,2,4
180,F4.2,Strongly Agree,No,5,1,5
181,F4.2,Strongly Agree,No,5,1,5
182,F4.2,Neither Agree nor Disagree,No,3,3,3
183,F4.2,Somewhat Agree,No,4,2,4
184,F4.2,Somewhat Agree,No,4,2,4
185,F4.2,Strongly Agree,No,5,1,5
186,F4.2,Somewhat Agree,No,4,2,4
187,F4.2,Somewhat Agree,No,4,2,4
188,F4.2,Somewhat Agree,No,4,2,4
189,F4.2,Somewhat Agree,No,4,2,4
190,F4.2,Somewhat Agree,No,4,2,4
191,F4.2,Strongly Agree,No,5,1,5
192,F4.2,Neither Agree nor Disagree,No,3,3,3
193,F4.2,Somewhat Agree,No,4,2,4
194,F4.2,Somewhat Agree,No,4,2,4
195,F4.2,Neither Agree nor Disagree,No,3,3,3
196,F4.2,Somewhat Agree,No,4,2,4
197,F4.2,Somewhat Agree,No,4,2,4
198,F4.2,Somewhat Disagree,No,2,4,2
199,F4.2,Somewhat Agree,No,4,2,4
200,F4.2,Strongly Agree,No,5,1,5
201,F4.2,Somewhat Agree,No,4,2,4
202,F4.2,Somewhat Agree,No,4,2,4
203,F4.2,Strongly Agree,No,5,1,5
204,F4.2,Strongly Agree,No,5,1,5
205,F4.2,Somewhat Agree,No,4,2,4
206,F4.2,Somewhat Agree,No,4,2,4
207,F4.2,Somewhat Agree,No,4,2,4
208,F4.2,Somewhat Agree,No,4,2,4
209,F4.2,Somewhat Agree,No,4,2,4
210,F4.2,Strongly Agree,No,5,1,5
211,F4.2,Strongly Agree,No,5,1,5
212,F4.2,Somewhat Agree,No,4,2,4
213,F4.2,Neither Agree nor Disagree,No,3,3,3
214,F4.2,Neither Agree nor Disagree,No,3,3,3
215,F4.2,Somewhat Agree,No,4,2,4
216,F4.2,Somewhat Agree,No,4,2,4
217,F4.2,Somewhat Agree,No,4,2,4
218,F4.2,Strongly Agree,No,5,1,5
219,F4.2,Neither Agree nor Disagree,No,3,3,3
220,F4.2,Strongly Agree,No,5,1,5
221,F4.2,Somewhat Agree,No,4,2,4
222,F4.2,Somewhat Agree,No,4,2,4
223,F4.2,Strongly Agree,No,5,1,5
224,F4.2,Strongly Agree,No,5,1,5
225,F4.2,Neither Agree nor Disagree,No,3,3,3
226,F4.2,Somewhat Agree,No,4,2,4
227,F4.2,Somewhat Agree,No,4,2,4
228,F4.2,Somewhat Agree,No,4,2,4
229,F4.2,Somewhat Agree,No,4,2,4
230,F4.2,Strongly Agree,No,5,1,5
231,F4.2,Strongly Agree,No,5,1,5
232,F4.2,Strongly Agree,No,5,1,5
233,F4.2,Somewhat Agree,No,4,2,4
234,F4.2,Somewhat Agree,No,4,2,4
235,F4.2,Somewhat Agree,No,4,2,4
236,F4.2,Somewhat Agree,No,4,2,4
237,F4.2,Somewhat Agree,No,4,2,4
238,F4.2,Somewhat Agree,No,4,2,4
239,F4.2,Somewhat Agree,No,4,2,4
240,F4.2,Strongly Agree,No,5,1,5
241,F4.2,Somewhat Agree,No,4,2,4
242,F4.2,Somewhat Agree,No,4,2,4
243,F4.2,Somewhat Agree,No,4,2,4
244,F4.2,Strongly Agree,No,5,1,5
245,F4.2,Somewhat Agree,No,4,2,4
246,F4.2,Strongly Agree,No,5,1,5
247,F4.2,Somewhat Agree,No,4,2,4
248,F4.2,Somewhat Agree,No,4,2,4
249,F4.2,Somewhat Agree,No,4,2,4
250,F4.2,Somewhat Agree,No,4,2,4
251,F4.2,Strongly Agree,No,5,1,5
252,F4.2,Somewhat Agree,No,4,2,4
253,F4.2,Somewhat Agree,No,4,2,4
254,F4.2,Strongly Agree,No,5,1,5
255,F4.2,Somewhat Agree,No,4,2,4
256,F4.2,Neither Agree nor Disagree,No,3,3,3
257,F4.2,Somewhat Agree,No,4,2,4
258,F4.2,Somewhat Agree,No,4,2,4
259,F4.2,Strongly Agree,No,5,1,5
260,F4.2,Somewhat Agree,No,4,2,4
261,F4.2,Somewhat Agree,No,4,2,4
262,F4.2,Somewhat Agree,No,4,2,4
263,F4.2,Somewhat Agree,No,4,2,4
264,F4.2,Somewhat Agree,No,4,2,4
1,F2.7,Somewhat Agree,No,4,2,4
2,F2.7,Somewhat Agree,No,4,2,4
3,F2.7,"",No,,,
4,F2.7,Somewhat Agree,No,4,2,4
5,F2.7,Somewhat Agree,No,4,2,4
6,F2.7,Somewhat Disagree,No,2,4,2
7,F2.7,Somewhat Agree,No,4,2,4
8,F2.7,Somewhat Agree,No,4,2,4
9,F2.7,Somewhat Agree,No,4,2,4
10,F2.7,Somewhat Agree,No,4,2,4
11,F2.7,Somewhat Agree,No,4,2,4
12,F2.7,Strongly Agree,No,5,1,5
13,F2.7,Somewhat Agree,No,4,2,4
14,F2.7,Somewhat Agree,No,4,2,4
15,F2.7,Neither Agree nor Disagree,No,3,3,3
16,F2.7,Somewhat Agree,No,4,2,4
17,F2.7,Somewhat Agree,No,4,2,4
18,F2.7,Somewhat Agree,No,4,2,4
19,F2.7,Somewhat Agree,No,4,2,4
20,F2.7,Neither Agree nor Disagree,No,3,3,3
21,F2.7,Strongly Agree,No,5,1,5
22,F2.7,Somewhat Agree,No,4,2,4
23,F2.7,Somewhat Agree,No,4,2,4
24,F2.7,Somewhat Agree,No,4,2,4
25,F2.7,Somewhat Agree,No,4,2,4
26,F2.7,"",No,,,
27,F2.7,Somewhat Agree,No,4,2,4
28,F2.7,Strongly Agree,No,5,1,5
29,F2.7,Neither Agree nor Disagree,No,3,3,3
30,F2.7,Somewhat Agree,No,4,2,4
31,F2.7,Somewhat Agree,No,4,2,4
32,F2.7,Strongly Agree,No,5,1,5
33,F2.7,Somewhat Agree,No,4,2,4
34,F2.7,Somewhat Agree,No,4,2,4
35,F2.7,Somewhat Agree,No,4,2,4
36,F2.7,Neither Agree nor Disagree,No,3,3,3
37,F2.7,Strongly Agree,No,5,1,5
38,F2.7,"",No,,,
39,F2.7,Somewhat Agree,No,4,2,4
40,F2.7,Somewhat Agree,No,4,2,4
41,F2.7,Neither Agree nor Disagree,No,3,3,3
42,F2.7,Somewhat Agree,No,4,2,4
43,F2.7,Strongly Agree,No,5,1,5
44,F2.7,Strongly Agree,No,5,1,5
45,F2.7,Somewhat Agree,No,4,2,4
46,F2.7,Strongly Agree,No,5,1,5
47,F2.7,Somewhat Agree,No,4,2,4
48,F2.7,Somewhat Agree,No,4,2,4
49,F2.7,Somewhat Agree,No,4,2,4
50,F2.7,Somewhat Agree,No,4,2,4
51,F2.7,Somewhat Agree,No,4,2,4
52,F2.7,Strongly Agree,No,5,1,5
53,F2.7,Somewhat Agree,No,4,2,4
54,F2.7,Strongly Agree,No,5,1,5
55,F2.7,Somewhat Agree,No,4,2,4
56,F2.7,Somewhat Agree,No,4,2,4
57,F2.7,"",No,,,
58,F2.7,Strongly Agree,No,5,1,5
59,F2.7,Somewhat Agree,No,4,2,4
60,F2.7,Strongly Agree,No,5,1,5
61,F2.7,Strongly Agree,No,5,1,5
62,F2.7,Strongly Agree,No,5,1,5
63,F2.7,Somewhat Agree,No,4,2,4
64,F2.7,Somewhat Agree,No,4,2,4
65,F2.7,Neither Agree nor Disagree,No,3,3,3
66,F2.7,Somewhat Agree,No,4,2,4
67,F2.7,Strongly Agree,No,5,1,5
68,F2.7,Somewhat Agree,No,4,2,4
69,F2.7,Strongly Agree,No,5,1,5
70,F2.7,Strongly Agree,No,5,1,5
71,F2.7,Strongly Agree,No,5,1,5
72,F2.7,Strongly Agree,No,5,1,5
73,F2.7,Strongly Agree,No,5,1,5
74,F2.7,Somewhat Agree,No,4,2,4
75,F2.7,Strongly Agree,No,5,1,5
76,F2.7,Neither Agree nor Disagree,No,3,3,3
77,F2.7,Somewhat Agree,No,4,2,4
78,F2.7,Somewhat Agree,No,4,2,4
79,F2.7,Strongly Agree,No,5,1,5
80,F2.7,Strongly Agree,No,5,1,5
81,F2.7,Somewhat Agree,No,4,2,4
82,F2.7,Strongly Agree,No,5,1,5
83,F2.7,Strongly Agree,No,5,1,5
84,F2.7,Somewhat Agree,No,4,2,4
85,F2.7,Somewhat Agree,No,4,2,4
86,F2.7,Somewhat Agree,No,4,2,4
87,F2.7,Somewhat Agree,No,4,2,4
88,F2.7,Strongly Agree,No,5,1,5
89,F2.7,Somewhat Agree,No,4,2,4
90,F2.7,Strongly Agree,No,5,1,5
91,F2.7,Somewhat Agree,No,4,2,4
92,F2.7,Neither Agree nor Disagree,No,3,3,3
93,F2.7,Somewhat Disagree,No,2,4,2
94,F2.7,Somewhat Agree,No,4,2,4
95,F2.7,Strongly Agree,No,5,1,5
96,F2.7,Strongly Disagree,No,1,5,1
97,F2.7,Somewhat Agree,No,4,2,4
98,F2.7,Strongly Agree,No,5,1,5
99,F2.7,Somewhat Disagree,No,2,4,2
100,F2.7,Somewhat Agree,No,4,2,4
101,F2.7,Somewhat Agree,No,4,2,4
102,F2.7,Somewhat Agree,No,4,2,4
103,F2.7,Somewhat Agree,No,4,2,4
104,F2.7,Somewhat Agree,No,4,2,4
105,F2.7,Somewhat Agree,No,4,2,4
106,F2.7,Somewhat Disagree,No,2,4,2
107,F2.7,Strongly Agree,No,5,1,5
108,F2.7,Somewhat Agree,No,4,2,4
109,F2.7,Strongly Agree,No,5,1,5
110,F2.7,Strongly Agree,No,5,1,5
111,F2.7,Somewhat Agree,No,4,2,4
112,F2.7,Somewhat Agree,No,4,2,4
113,F2.7,Strongly Agree,No,5,1,5
114,F2.7,Strongly Agree,No,5,1,5
115,F2.7,Somewhat Agree,No,4,2,4
116,F2.7,Strongly Agree,No,5,1,5
117,F2.7,Strongly Agree,No,5,1,5
118,F2.7,Somewhat Agree,No,4,2,4
119,F2.7,Somewhat Agree,No,4,2,4
120,F2.7,Strongly Agree,No,5,1,5
121,F2.7,Strongly Agree,No,5,1,5
122,F2.7,Somewhat Agree,No,4,2,4
123,F2.7,Neither Agree nor Disagree,No,3,3,3
124,F2.7,Neither Agree nor Disagree,No,3,3,3
125,F2.7,Somewhat Agree,No,4,2,4
126,F2.7,Somewhat Agree,No,4,2,4
127,F2.7,Somewhat Agree,No,4,2,4
128,F2.7,Somewhat Agree,No,4,2,4
129,F2.7,Somewhat Agree,No,4,2,4
130,F2.7,Somewhat Agree,No,4,2,4
131,F2.7,Strongly Agree,No,5,1,5
132,F2.7,Strongly Agree,No,5,1,5
133,F2.7,Neither Agree nor Disagree,No,3,3,3
134,F2.7,Somewhat Agree,No,4,2,4
135,F2.7,Somewhat Agree,No,4,2,4
136,F2.7,Strongly Agree,No,5,1,5
137,F2.7,Somewhat Disagree,No,2,4,2
138,F2.7,Strongly Agree,No,5,1,5
139,F2.7,Somewhat Agree,No,4,2,4
140,F2.7,Somewhat Agree,No,4,2,4
141,F2.7,Somewhat Agree,No,4,2,4
142,F2.7,Somewhat Agree,No,4,2,4
143,F2.7,Neither Agree nor Disagree,No,3,3,3
144,F2.7,Somewhat Agree,No,4,2,4
145,F2.7,"",No,,,
146,F2.7,Strongly Agree,No,5,1,5
147,F2.7,Somewhat Agree,No,4,2,4
148,F2.7,Somewhat Agree,No,4,2,4
149,F2.7,Strongly Agree,No,5,1,5
150,F2.7,Strongly Agree,No,5,1,5
151,F2.7,Strongly Agree,No,5,1,5
152,F2.7,Neither Agree nor Disagree,No,3,3,3
153,F2.7,Strongly Agree,No,5,1,5
154,F2.7,"",No,,,
155,F2.7,Neither Agree nor Disagree,No,3,3,3
156,F2.7,Somewhat Agree,No,4,2,4
157,F2.7,Strongly Agree,No,5,1,5
158,F2.7,Strongly Agree,No,5,1,5
159,F2.7,Somewhat Agree,No,4,2,4
160,F2.7,Somewhat Agree,No,4,2,4
161,F2.7,Somewhat Agree,No,4,2,4
162,F2.7,Somewhat Agree,No,4,2,4
163,F2.7,Strongly Agree,No,5,1,5
164,F2.7,Somewhat Agree,No,4,2,4
165,F2.7,Somewhat Agree,No,4,2,4
166,F2.7,Strongly Agree,No,5,1,5
167,F2.7,Somewhat Agree,No,4,2,4
168,F2.7,Neither Agree nor Disagree,No,3,3,3
169,F2.7,Somewhat Agree,No,4,2,4
170,F2.7,Strongly Agree,No,5,1,5
171,F2.7,Somewhat Agree,No,4,2,4
172,F2.7,Strongly Agree,No,5,1,5
173,F2.7,Strongly Agree,No,5,1,5
174,F2.7,Somewhat Agree,No,4,2,4
175,F2.7,Strongly Agree,No,5,1,5
176,F2.7,Somewhat Agree,No,4,2,4
177,F2.7,Strongly Agree,No,5,1,5
178,F2.7,Somewhat Agree,No,4,2,4
179,F2.7,Somewhat Agree,No,4,2,4
180,F2.7,Strongly Agree,No,5,1,5
181,F2.7,Somewhat Agree,No,4,2,4
182,F2.7,Somewhat Agree,No,4,2,4
183,F2.7,Somewhat Agree,No,4,2,4
184,F2.7,Somewhat Agree,No,4,2,4
185,F2.7,Strongly Agree,No,5,1,5
186,F2.7,Somewhat Agree,No,4,2,4
187,F2.7,Strongly Agree,No,5,1,5
188,F2.7,Somewhat Agree,No,4,2,4
189,F2.7,Strongly Agree,No,5,1,5
190,F2.7,Somewhat Agree,No,4,2,4
191,F2.7,Strongly Agree,No,5,1,5
192,F2.7,Somewhat Agree,No,4,2,4
193,F2.7,Somewhat Agree,No,4,2,4
194,F2.7,Strongly Agree,No,5,1,5
195,F2.7,Somewhat Agree,No,4,2,4
196,F2.7,Somewhat Agree,No,4,2,4
197,F2.7,Strongly Agree,No,5,1,5
198,F2.7,Somewhat Agree,No,4,2,4
199,F2.7,Strongly Agree,No,5,1,5
200,F2.7,Strongly Agree,No,5,1,5
201,F2.7,Somewhat Agree,No,4,2,4
202,F2.7,Somewhat Agree,No,4,2,4
203,F2.7,Strongly Agree,No,5,1,5
204,F2.7,Strongly Agree,No,5,1,5
205,F2.7,"",No,,,
206,F2.7,Neither Agree nor Disagree,No,3,3,3
207,F2.7,Strongly Agree,No,5,1,5
208,F2.7,Somewhat Agree,No,4,2,4
209,F2.7,Somewhat Agree,No,4,2,4
210,F2.7,Strongly Agree,No,5,1,5
211,F2.7,Somewhat Agree,No,4,2,4
212,F2.7,Somewhat Disagree,No,2,4,2
213,F2.7,Strongly Agree,No,5,1,5
214,F2.7,Strongly Disagree,No,1,5,1
215,F2.7,Somewhat Disagree,No,2,4,2
216,F2.7,Somewhat Agree,No,4,2,4
217,F2.7,Somewhat Agree,No,4,2,4
218,F2.7,Strongly Agree,No,5,1,5
219,F2.7,Neither Agree nor Disagree,No,3,3,3
220,F2.7,Somewhat Agree,No,4,2,4
221,F2.7,Somewhat Agree,No,4,2,4
222,F2.7,Strongly Agree,No,5,1,5
223,F2.7,Somewhat Agree,No,4,2,4
224,F2.7,Strongly Agree,No,5,1,5
225,F2.7,Neither Agree nor Disagree,No,3,3,3
226,F2.7,Somewhat Agree,No,4,2,4
227,F2.7,Strongly Agree,No,5,1,5
228,F2.7,Somewhat Agree,No,4,2,4
229,F2.7,Somewhat Agree,No,4,2,4
230,F2.7,Somewhat Agree,No,4,2,4
231,F2.7,Strongly Agree,No,5,1,5
232,F2.7,Strongly Agree,No,5,1,5
233,F2.7,Somewhat Agree,No,4,2,4
234,F2.7,Somewhat Agree,No,4,2,4
235,F2.7,Neither Agree nor Disagree,No,3,3,3
236,F2.7,Somewhat Disagree,No,2,4,2
237,F2.7,Somewhat Agree,No,4,2,4
238,F2.7,Somewhat Agree,No,4,2,4
239,F2.7,Somewhat Agree,No,4,2,4
240,F2.7,Strongly Agree,No,5,1,5
241,F2.7,Somewhat Agree,No,4,2,4
242,F2.7,Somewhat Agree,No,4,2,4
243,F2.7,Somewhat Agree,No,4,2,4
244,F2.7,Strongly Agree,No,5,1,5
245,F2.7,Somewhat Agree,No,4,2,4
246,F2.7,Somewhat Agree,No,4,2,4
247,F2.7,Somewhat Agree,No,4,2,4
248,F2.7,Somewhat Agree,No,4,2,4
249,F2.7,Somewhat Agree,No,4,2,4
250,F2.7,Somewhat Agree,No,4,2,4
251,F2.7,"",No,,,
252,F2.7,Somewhat Agree,No,4,2,4
253,F2.7,Somewhat Disagree,No,2,4,2
254,F2.7,Strongly Agree,No,5,1,5
255,F2.7,Strongly Agree,No,5,1,5
256,F2.7,Somewhat Agree,No,4,2,4
257,F2.7,Somewhat Agree,No,4,2,4
258,F2.7,Somewhat Agree,No,4,2,4
259,F2.7,Somewhat Agree,No,4,2,4
260,F2.7,Somewhat Agree,No,4,2,4
261,F2.7,Somewhat Agree,No,4,2,4
262,F2.7,Neither Agree nor Disagree,No,3,3,3
263,F2.7,Somewhat Agree,No,4,2,4
264,F2.7,Somewhat Agree,No,4,2,4
1,F3.1,Somewhat Disagree,No,2,4,2
2,F3.1,Neither Agree nor Disagree,No,3,3,3
3,F3.1,Somewhat Disagree,No,2,4,2
4,F3.1,Somewhat Disagree,No,2,4,2
5,F3.1,Somewhat Agree,No,4,2,4
6,F3.1,Somewhat Agree,No,4,2,4
7,F3.1,Neither Agree nor Disagree,No,3,3,3
8,F3.1,Neither Agree nor Disagree,No,3,3,3
9,F3.1,Neither Agree nor Disagree,No,3,3,3
10,F3.1,Somewhat Agree,No,4,2,4
11,F3.1,Neither Agree nor Disagree,No,3,3,3
12,F3.1,Somewhat Agree,No,4,2,4
13,F3.1,Neither Agree nor Disagree,No,3,3,3
14,F3.1,Somewhat Agree,No,4,2,4
15,F3.1,Somewhat Disagree,No,2,4,2
16,F3.1,Somewhat Agree,No,4,2,4
17,F3.1,Neither Agree nor Disagree,No,3,3,3
18,F3.1,Strongly Disagree,No,1,5,1
19,F3.1,Somewhat Agree,No,4,2,4
20,F3.1,Neither Agree nor Disagree,No,3,3,3
21,F3.1,Somewhat Agree,No,4,2,4
22,F3.1,Somewhat Disagree,No,2,4,2
23,F3.1,Somewhat Agree,No,4,2,4
24,F3.1,Somewhat Disagree,No,2,4,2
25,F3.1,Somewhat Agree,No,4,2,4
26,F3.1,Neither Agree nor Disagree,No,3,3,3
27,F3.1,Somewhat Agree,No,4,2,4
28,F3.1,Somewhat Agree,No,4,2,4
29,F3.1,Neither Agree nor Disagree,No,3,3,3
30,F3.1,Neither Agree nor Disagree,No,3,3,3
31,F3.1,Somewhat Agree,No,4,2,4
32,F3.1,Somewhat Agree,No,4,2,4
33,F3.1,Neither Agree nor Disagree,No,3,3,3
34,F3.1,Neither Agree nor Disagree,No,3,3,3
35,F3.1,Somewhat Disagree,No,2,4,2
36,F3.1,Strongly Disagree,No,1,5,1
37,F3.1,Somewhat Disagree,No,2,4,2
38,F3.1,Somewhat Disagree,No,2,4,2
39,F3.1,Neither Agree nor Disagree,No,3,3,3
40,F3.1,Neither Agree nor Disagree,No,3,3,3
41,F3.1,Somewhat Disagree,No,2,4,2
42,F3.1,Somewhat Agree,No,4,2,4
43,F3.1,Somewhat Disagree,No,2,4,2
44,F3.1,Somewhat Disagree,No,2,4,2
45,F3.1,Somewhat Disagree,No,2,4,2
46,F3.1,Somewhat Agree,No,4,2,4
47,F3.1,Somewhat Disagree,No,2,4,2
48,F3.1,Somewhat Disagree,No,2,4,2
49,F3.1,Somewhat Disagree,No,2,4,2
50,F3.1,Somewhat Agree,No,4,2,4
51,F3.1,Somewhat Agree,No,4,2,4
52,F3.1,Somewhat Agree,No,4,2,4
53,F3.1,Somewhat Agree,No,4,2,4
54,F3.1,Somewhat Agree,No,4,2,4
55,F3.1,Somewhat Agree,No,4,2,4
56,F3.1,Somewhat Disagree,No,2,4,2
57,F3.1,Somewhat Agree,No,4,2,4
58,F3.1,Neither Agree nor Disagree,No,3,3,3
59,F3.1,Somewhat Agree,No,4,2,4
60,F3.1,Somewhat Agree,No,4,2,4
61,F3.1,Strongly Disagree,No,1,5,1
62,F3.1,Strongly Agree,No,5,1,5
63,F3.1,Neither Agree nor Disagree,No,3,3,3
64,F3.1,Somewhat Agree,No,4,2,4
65,F3.1,Somewhat Agree,No,4,2,4
66,F3.1,Somewhat Disagree,No,2,4,2
67,F3.1,Somewhat Agree,No,4,2,4
68,F3.1,Somewhat Agree,No,4,2,4
69,F3.1,Strongly Agree,No,5,1,5
70,F3.1,Somewhat Agree,No,4,2,4
71,F3.1,Somewhat Agree,No,4,2,4
72,F3.1,Somewhat Agree,No,4,2,4
73,F3.1,Strongly Agree,No,5,1,5
74,F3.1,Somewhat Agree,No,4,2,4
75,F3.1,Somewhat Agree,No,4,2,4
76,F3.1,Neither Agree nor Disagree,No,3,3,3
77,F3.1,Somewhat Agree,No,4,2,4
78,F3.1,Somewhat Disagree,No,2,4,2
79,F3.1,Somewhat Disagree,No,2,4,2
80,F3.1,Strongly Agree,No,5,1,5
81,F3.1,Somewhat Agree,No,4,2,4
82,F3.1,Neither Agree nor Disagree,No,3,3,3
83,F3.1,Somewhat Disagree,No,2,4,2
84,F3.1,Neither Agree nor Disagree,No,3,3,3
85,F3.1,Somewhat Agree,No,4,2,4
86,F3.1,Somewhat Disagree,No,2,4,2
87,F3.1,Neither Agree nor Disagree,No,3,3,3
88,F3.1,Somewhat Agree,No,4,2,4
89,F3.1,Somewhat Disagree,No,2,4,2
90,F3.1,Somewhat Disagree,No,2,4,2
91,F3.1,Somewhat Agree,No,4,2,4
92,F3.1,Strongly Disagree,No,1,5,1
93,F3.1,Somewhat Disagree,No,2,4,2
94,F3.1,Somewhat Agree,No,4,2,4
95,F3.1,Strongly Agree,No,5,1,5
96,F3.1,Somewhat Agree,No,4,2,4
97,F3.1,Somewhat Disagree,No,2,4,2
98,F3.1,Somewhat Disagree,No,2,4,2
99,F3.1,Neither Agree nor Disagree,No,3,3,3
